@relation 'sysdev-weka.filters.unsupervised.attribute.Remove-R1,9-22-weka.filters.unsupervised.attribute.Remove-R3-4,6-7'

@attribute accelerationx-mean-300 numeric
@attribute accelerationy-mean-300 numeric
@attribute accelerationy-var-300 numeric
@attribute class {walking,sitting,standing}

@data
3.402521,-1.234454,0.002594,sitting
3.406723,-1.243697,0.002796,sitting
3.4025,-1.231667,0.002497,sitting
3.40084,-1.234454,0.002594,sitting
3.4,-1.22521,0.002222,sitting
3.40084,-1.231092,0.002143,sitting
3.40084,-1.232773,0.002371,sitting
3.397479,-1.223529,0.001967,sitting
3.4,-1.222689,0.001922,sitting
3.397479,-1.217647,0.001453,sitting
3.40084,-1.247059,0.003332,sitting
3.399167,-1.239167,0.005049,sitting
3.40084,-1.231092,0.005504,sitting
3.404202,-1.22437,0.005373,sitting
3.409244,-1.236134,0.004493,sitting
3.392437,-1.240336,0.004255,sitting
3.387395,-1.237815,0.003192,sitting
3.382353,-1.232773,0.002707,sitting
3.39916,-1.245378,0.002479,sitting
3.4,-1.239496,0.00239,sitting
3.4,-1.237815,0.002352,sitting
3.405042,-1.231092,0.002143,sitting
3.39,-1.221667,0.001697,sitting
3.373109,-1.240336,0.002407,sitting
3.372269,-1.22605,0.003439,sitting
3.394118,-1.234454,0.003771,sitting
3.409244,-1.234454,0.003771,sitting
3.403361,-1.244538,0.002806,sitting
3.386667,-1.218333,0.003664,sitting
3.378151,-1.227731,0.006038,sitting
3.372034,-1.248305,0.006395,sitting
3.37395,-1.24958,0.005525,sitting
3.410833,-1.230833,0.004466,sitting
3.4075,-1.2375,0.007177,sitting
3.376471,-1.287395,0.007152,sitting
3.297479,-1.311765,0.004567,sitting
3.252941,-1.321008,0.0025,sitting
3.261345,-1.310924,0.00215,sitting
3.301681,-1.303361,0.002006,sitting
3.348739,-1.292437,0.002044,sitting
3.3375,-1.304167,0.003066,sitting
3.307563,-1.331933,0.004527,sitting
3.308403,-1.333613,0.003576,sitting
3.312605,-1.310084,0.004268,sitting
3.320833,-1.286667,0.002989,sitting
3.370588,-1.251261,0.005187,sitting
3.419328,-1.230252,0.005303,sitting
3.401681,-1.214286,0.002905,sitting
3.285714,-1.278151,0.007926,sitting
3.190756,-1.339496,0.007096,sitting
3.142857,-1.343697,0.006326,sitting
3.122689,-1.334454,0.008813,sitting
3.194118,-1.337815,0.009074,sitting
3.308403,-1.343697,0.008006,sitting
3.502521,-1.292437,0.011455,sitting
3.712605,-1.204202,0.012335,sitting
3.805833,-1.143333,0.011289,sitting
3.745378,-1.17395,0.01554,sitting
3.630252,-1.347899,0.062664,sitting
3.543697,-1.443697,0.034561,sitting
3.590756,-1.473109,0.029193,sitting
3.576471,-1.410084,0.014184,sitting
3.526667,-1.441667,0.010597,sitting
3.357983,-1.52521,0.011465,sitting
3.167227,-1.569748,0.006144,sitting
3.059664,-1.62521,0.004743,sitting
3,-1.644538,0.004655,sitting
2.944538,-1.668067,0.004358,sitting
2.904202,-1.691597,0.002955,sitting
2.91,-1.676667,0.003456,sitting
2.945378,-1.671429,0.004226,sitting
2.943697,-1.666387,0.003408,sitting
2.889916,-1.679832,0.002787,sitting
2.860504,-1.689076,0.001645,sitting
2.840336,-1.7,0.002185,sitting
2.878992,-1.694958,0.003168,sitting
2.908403,-1.684874,0.004309,sitting
2.931933,-1.683193,0.004423,sitting
2.87395,-1.680672,0.00408,sitting
2.77395,-1.678151,0.003892,sitting
2.732773,-1.656303,0.002628,sitting
2.811667,-1.6225,0.005244,sitting
2.956667,-1.575833,0.010499,sitting
3.101667,-1.488333,0.012031,sitting
3.214286,-1.429412,0.009471,sitting
3.263025,-1.382353,0.00431,sitting
3.323529,-1.363025,0.003843,sitting
3.353782,-1.363025,0.003171,sitting
3.347899,-1.357143,0.003289,sitting
3.296639,-1.352941,0.003332,sitting
3.269167,-1.3275,0.00266,sitting
3.32605,-1.311765,0.001038,sitting
3.380672,-1.301681,0.000669,sitting
3.412712,-1.302542,0.000756,sitting
3.390756,-1.321008,0.002164,sitting
3.338655,-1.322689,0.001922,sitting
3.32,-1.34,0.002567,sitting
3.305833,-1.34,0.002567,sitting
3.285714,-1.367227,0.002203,sitting
3.256303,-1.376471,0.001967,sitting
3.261345,-1.377311,0.001922,sitting
3.291597,-1.384034,0.00151,sitting
3.290756,-1.385714,0.001897,sitting
3.267227,-1.364706,0.004469,sitting
3.273333,-1.3675,0.005527,sitting
3.291597,-1.37479,0.005751,sitting
3.295,-1.4025,0.002744,sitting
3.263866,-1.383193,0.004087,sitting
3.252101,-1.408403,0.006988,sitting
3.223529,-1.420168,0.006652,sitting
3.207563,-1.423529,0.005833,sitting
3.198319,-1.371429,0.004226,sitting
3.283333,-1.353333,0.003156,sitting
3.354622,-1.366387,0.0024,sitting
3.311765,-1.347899,0.004008,sitting
3.248739,-1.342017,0.003949,sitting
3.227731,-1.322689,0.003267,sitting
3.310084,-1.336134,0.002476,sitting
3.3125,-1.339167,0.002383,sitting
3.278151,-1.353782,0.002486,sitting
3.278992,-1.35042,0.0025,sitting
3.284874,-1.326891,0.004151,sitting
3.313445,-1.305882,0.002739,sitting
3.275833,-1.320833,0.003816,sitting
3.301681,-1.318487,0.0047,sitting
3.294958,-1.302521,0.006296,sitting
3.326891,-1.315126,0.00767,sitting
3.354622,-1.321849,0.005741,sitting
3.378992,-1.362185,0.003696,sitting
3.281513,-1.347059,0.0035,sitting
3.207563,-1.35042,0.002668,sitting
3.216667,-1.325,0.001875,sitting
3.30084,-1.32521,0.001885,sitting
3.300833,-1.363333,0.004989,sitting
3.185714,-1.421008,0.006029,sitting
3.094118,-1.468908,0.003823,sitting
3.057143,-1.466387,0.003408,sitting
3.084034,-1.466387,0.002904,sitting
3.128571,-1.45042,0.003004,sitting
3.163025,-1.44958,0.002836,sitting
3.12605,-1.492437,0.00759,sitting
3.004167,-1.534167,0.008249,sitting
2.931667,-1.565833,0.003249,sitting
2.991597,-1.537815,0.005209,sitting
3.090756,-1.531092,0.004327,sitting
3.069748,-1.545378,0.004832,sitting
2.984034,-1.560504,0.002558,sitting
2.966387,-1.565546,0.003267,sitting
2.995798,-1.569748,0.004463,sitting
3.013445,-1.57479,0.005919,sitting
2.979832,-1.564706,0.005477,sitting
2.987395,-1.536975,0.005187,sitting
3.003361,-1.532773,0.00338,sitting
2.997479,-1.541176,0.003599,sitting
2.971429,-1.556303,0.00246,sitting
2.954167,-1.513333,0.005822,sitting
3.07395,-1.459664,0.005768,sitting
3.223529,-1.437815,0.003192,sitting
3.306723,-1.404202,0.005781,sitting
3.301695,-1.381356,0.010669,sitting
3.296639,-1.344538,0.006336,sitting
3.358333,-1.363333,0.006156,sitting
3.387603,-1.375207,0.001865,sitting
3.35042,-1.365546,0.003099,sitting
3.292437,-1.361345,0.003212,sitting
3.278151,-1.359664,0.003247,sitting
3.316667,-1.371667,0.002197,sitting
3.337815,-1.37479,0.003734,sitting
3.2675,-1.380833,0.006716,sitting
3.234454,-1.380672,0.007442,sitting
3.234167,-1.358333,0.006597,sitting
3.294828,-1.331897,0.003379,sitting
3.286555,-1.301681,0.003863,sitting
3.297479,-1.310924,0.004839,sitting
3.341803,-1.292623,0.005765,sitting
3.438136,-1.268644,0.005881,sitting
3.447059,-1.235294,0.003628,sitting
3.4,-1.251261,0.004851,sitting
3.334167,-1.260833,0.004383,sitting
3.304202,-1.24958,0.003508,sitting
3.35339,-1.194915,0.005906,sitting
3.480672,-1.142857,0.005474,sitting
3.644538,-1.134454,0.005115,sitting
3.720661,-1.170248,0.005892,sitting
3.694958,-1.22605,0.005792,sitting
3.593277,-1.168908,0.018109,sitting
3.666387,-1.132773,0.015312,sitting
3.784167,-1.126667,0.014456,sitting
3.865833,-1.195,0.009642,sitting
3.786555,-1.180672,0.014668,sitting
3.67563,-1.147059,0.010222,sitting
3.697479,-1.142017,0.007142,sitting
3.727731,-1.180672,0.004584,sitting
3.755462,-1.189076,0.003998,sitting
3.694118,-1.169748,0.004295,sitting
3.644538,-1.168067,0.002342,sitting
3.638655,-1.202521,0.004447,sitting
3.637815,-1.207563,0.00406,sitting
3.644538,-1.188235,0.005744,sitting
3.658824,-1.194958,0.006193,sitting
3.631092,-1.190756,0.006721,sitting
3.62605,-1.186555,0.007046,sitting
3.591597,-1.159664,0.00476,sitting
3.601667,-1.146667,0.005156,sitting
3.596667,-1.161667,0.005364,sitting
3.563866,-1.180672,0.006769,sitting
3.552941,-1.227731,0.004021,sitting
3.535294,-1.251261,0.004011,sitting
3.510169,-1.267797,0.005234,sitting
3.483193,-1.301681,0.006216,sitting
3.479167,-1.326667,0.002956,sitting
3.501681,-1.331092,0.004159,sitting
3.511765,-1.331092,0.004159,sitting
3.457143,-1.321008,0.00418,sitting
3.454167,-1.31,0.002567,sitting
3.490833,-1.323333,0.003622,sitting
3.536975,-1.30084,0.006638,sitting
3.487395,-1.295798,0.007461,sitting
3.411765,-1.281513,0.005541,sitting
3.4125,-1.3175,0.004277,sitting
3.465,-1.324167,0.002833,sitting
3.489916,-1.305042,0.002159,sitting
3.47479,-1.289076,0.001981,sitting
3.446218,-1.270588,0.003085,sitting
3.470588,-1.267227,0.003044,sitting
3.519167,-1.260833,0.002716,sitting
3.542857,-1.273109,0.003815,sitting
3.530252,-1.266387,0.005425,sitting
3.520168,-1.304202,0.009142,sitting
3.521849,-1.281513,0.011759,sitting
3.532773,-1.231933,0.016795,sitting
3.50084,-1.221008,0.018802,sitting
3.3,-1.4,0,sitting
3.35,-1.4,0,sitting
3.333333,-1.4,0,sitting
3.325,-1.4,0,sitting
3.32,-1.42,0.0016,sitting
3.316667,-1.416667,0.001389,sitting
3.328571,-1.4,0.002857,sitting
3.325,-1.375,0.006875,sitting
3.311111,-1.377778,0.006173,sitting
3.31,-1.39,0.0069,sitting
3.3,-1.4,0.007273,sitting
3.291667,-1.408333,0.007431,sitting
3.292308,-1.415385,0.007456,sitting
3.292857,-1.421429,0.007398,sitting
3.293333,-1.42,0.006933,sitting
3.298113,-1.460377,0.004279,sitting
3.3,-1.5,0,sitting
3.275,-1.525,0.001875,sitting
3.257143,-1.514286,0.001224,sitting
3.23,-1.52,0.0016,sitting
3.208333,-1.516667,0.001389,sitting
3.2,-1.513333,0.001156,sitting
3.2,-1.5,0.002222,sitting
3.204762,-1.495238,0.002358,sitting
3.213043,-1.486957,0.002873,sitting
3.226923,-1.476923,0.003314,sitting
3.251724,-1.458621,0.005874,sitting
3.267742,-1.445161,0.008283,sitting
3.297059,-1.423529,0.012388,sitting
3.32973,-1.402703,0.016479,sitting
3.36,-1.3875,0.018094,sitting
3.388372,-1.374419,0.019113,sitting
3.406667,-1.368889,0.019032,sitting
3.427083,-1.358333,0.019514,sitting
3.441176,-1.34902,0.019754,sitting
3.445283,-1.339623,0.02126,sitting
3.448214,-1.326786,0.023033,sitting
3.445763,-1.318644,0.023212,sitting
3.440984,-1.314754,0.022897,sitting
3.434375,-1.310938,0.022224,sitting
3.428358,-1.307463,0.021885,sitting
3.422857,-1.301429,0.021855,sitting
3.419444,-1.297222,0.021937,sitting
3.412,-1.292,0.021803,sitting
3.407692,-1.288462,0.021277,sitting
3.4,-1.290123,0.020643,sitting
3.395181,-1.292771,0.02043,sitting
3.388372,-1.296512,0.020104,sitting
3.378652,-1.298876,0.019662,sitting
3.369565,-1.3,0.01913,sitting
3.364894,-1.302128,0.018932,sitting
3.359794,-1.305155,0.018633,sitting
3.356,-1.309,0.018619,sitting
3.354369,-1.314563,0.019108,sitting
3.353333,-1.318095,0.019387,sitting
3.353704,-1.323148,0.019742,sitting
3.354128,-1.324771,0.019845,sitting
3.372081,-1.33401,0.022041,sitting
3.4,-1.2,0,sitting
3.4,-1.15,0.0025,sitting
3.4,-1.133333,0.002222,sitting
3.4,-1.15,0.0025,sitting
3.42,-1.14,0.0024,sitting
3.442857,-1.128571,0.002041,sitting
3.45,-1.125,0.001875,sitting
3.46,-1.12,0.0016,sitting
3.463636,-1.118182,0.001488,sitting
3.475,-1.108333,0.002431,sitting
3.492857,-1.107143,0.002092,sitting
3.5,-1.1,0.002667,sitting
3.511765,-1.1,0.002353,sitting
3.511111,-1.1,0.002222,sitting
3.510526,-1.1,0.002105,sitting
3.509524,-1.1,0.001905,sitting
3.509091,-1.1,0.001818,sitting
3.508333,-1.1,0.001667,sitting
3.508,-1.104,0.001984,sitting
3.507407,-1.107407,0.002167,sitting
3.442294,-1.315771,0.009644,sitting
3.412064,-1.347965,0.006071,sitting
3.42443,-1.342206,0.004664,sitting
3.429536,-1.345484,0.002691,sitting
-1.576471,-9.67395,0.002599,standing
-1.627731,-9.682353,0.001453,standing
-1.701681,-9.683193,0.001398,standing
-1.733613,-9.676471,0.002135,standing
-1.7725,-9.663333,0.002822,standing
-1.770833,-9.653333,0.003156,standing
-1.758333,-9.6525,0.00316,standing
-1.757143,-9.648739,0.002835,standing
-1.822689,-9.657143,0.002953,standing
-1.971667,-9.671667,0.003031,standing
-1.974167,-9.716667,0.004889,standing
-2.013445,-9.707563,0.00675,standing
-2.082353,-9.691597,0.008501,standing
-2.190756,-9.672269,0.012592,standing
-2.315126,-9.684874,0.013217,standing
-2.654622,-9.62521,0.022726,standing
-3.104202,-9.536134,0.01693,standing
-3.320168,-9.466387,0.004416,standing
-3.3425,-9.476667,0.003956,standing
-3.314286,-9.498319,0.00319,standing
-3.430252,-9.498319,0.002854,standing
-3.4025,-9.488333,0.002364,standing
-3.361345,-9.482353,0.003134,standing
-3.3025,-9.465,0.004275,standing
-3.271429,-9.47479,0.005079,standing
-3.184874,-9.478151,0.00406,standing
-3.375833,-9.5825,0.020944,standing
-3.537815,-9.52437,0.051759,standing
-3.49916,-9.201681,0.317644,standing
-3.320168,-8.8,0.242353,standing
-3.108403,-8.584034,0.090249,standing
-3.30625,-8.63125,0.002148,standing
-3.317647,-8.635294,0.002284,standing
-3.325,-8.770833,0.005399,standing
-3.386207,-8.82069,0.005089,standing
-3.624742,-8.957732,0.017286,standing
-3.4,-9.1,0,standing
-3.45,-9.15,0.0025,standing
-3.466667,-9.133333,0.002222,standing
-3.475,-9.125,0.001875,standing
-3.48,-9.14,0.0024,standing
-3.483333,-9.15,0.0025,standing
-3.485714,-9.157143,0.002449,standing
-3.4875,-9.175,0.004375,standing
-3.5,-9.2,0.008889,standing
-3.51,-9.22,0.0116,standing
-3.518182,-9.245455,0.017025,standing
-3.525,-9.266667,0.020556,standing
-3.538462,-9.284615,0.02284,standing
-3.55,-9.307143,0.027806,standing
-3.56,-9.326667,0.031289,standing
-3.56875,-9.34375,0.033711,standing
-3.576471,-9.358824,0.035363,standing
-3.583333,-9.372222,0.036451,standing
-3.589474,-9.384211,0.037119,standing
-3.595,-9.4,0.04,standing
-3.604762,-9.409524,0.039909,standing
-3.609091,-9.422727,0.041756,standing
-3.613043,-9.434783,0.043138,standing
-3.616667,-9.445833,0.044149,standing
-3.624,-9.456,0.044864,standing
-3.637037,-9.474074,0.045624,standing
-3.648276,-9.486207,0.044637,standing
-3.658065,-9.5,0.044516,standing
-3.666667,-9.506061,0.042388,standing
-3.68,-9.511429,0.040441,standing
-3.691892,-9.513514,0.038466,standing
-3.7,-9.5125,0.035594,standing
-3.707143,-9.509524,0.034195,standing
-3.713636,-9.504545,0.033161,standing
-3.719565,-9.5,0.032174,standing
-3.727083,-9.49375,0.031836,standing
-3.73,-9.484,0.032944,standing
-3.732692,-9.473077,0.03466,standing
-3.733333,-9.461111,0.037191,standing
-3.732143,-9.45,0.039286,standing
-3.731034,-9.441379,0.040012,standing
-3.73,-9.431667,0.041497,standing
-3.729032,-9.422581,0.042716,standing
-3.727692,-9.410769,0.04373,standing
-3.726471,-9.402941,0.043227,standing
-3.729577,-9.398592,0.041829,standing
-3.731507,-9.39863,0.040683,standing
-3.734211,-9.401316,0.03934,standing
-3.736709,-9.405063,0.038202,standing
-3.735366,-9.412195,0.038144,standing
-3.730588,-9.418824,0.037999,standing
-3.725287,-9.422989,0.037862,standing
-3.717778,-9.428889,0.03761,standing
-3.707527,-9.434409,0.037311,standing
-3.701053,-9.435789,0.036614,standing
-3.691837,-9.437755,0.035615,standing
-3.683168,-9.436634,0.034599,standing
-3.675,-9.432692,0.034124,standing
-3.670755,-9.430189,0.033806,standing
-3.666055,-9.425688,0.033652,standing
-3.663393,-9.422321,0.033162,standing
-3.661739,-9.41913,0.032678,standing
-3.660684,-9.417094,0.032357,standing
-3.659504,-9.413223,0.031726,standing
-3.658065,-9.41129,0.031163,standing
-3.65625,-9.410937,0.030193,standing
-3.652672,-9.410687,0.029504,standing
-3.651515,-9.410606,0.029281,standing
-3.645926,-9.41037,0.028633,standing
-3.63913,-9.410145,0.028013,standing
-3.629787,-9.409929,0.027419,standing
-3.620833,-9.409722,0.02685,standing
-3.612245,-9.409524,0.026304,standing
-3.609459,-9.409459,0.026127,standing
-3.603311,-9.409272,0.025609,standing
-3.597403,-9.41039,0.025217,standing
-3.589873,-9.410759,0.024631,standing
-3.585714,-9.410559,0.024174,standing
-3.582209,-9.409202,0.024026,standing
-3.577108,-9.406627,0.023992,standing
-3.573214,-9.404167,0.024209,standing
-3.566667,-9.400585,0.024503,standing
-3.556571,-9.398857,0.024227,standing
-3.549438,-9.399438,0.023876,standing
-3.542857,-9.401648,0.023569,standing
-3.54,-9.403243,0.023341,standing
-3.538095,-9.405291,0.023041,standing
-3.5375,-9.40625,0.022773,standing
-3.537755,-9.407653,0.022441,standing
-3.538693,-9.408543,0.022188,standing
-3.538916,-9.410345,0.021913,standing
-3.536893,-9.412136,0.021843,standing
-3.530952,-9.414286,0.021701,standing
-3.523944,-9.416901,0.021874,standing
-3.511982,-9.423041,0.023524,standing
-3.500455,-9.429091,0.025881,standing
-3.483929,-9.439286,0.031135,standing
-3.470044,-9.447577,0.035886,standing
-3.451082,-9.456277,0.039603,standing
-3.436325,-9.459829,0.040096,standing
-3.418487,-9.462185,0.039746,standing
-3.408299,-9.462656,0.039269,standing
-3.397959,-9.463265,0.038651,standing
-3.392339,-9.464113,0.038269,standing
-3.39,-9.4652,0.038109,standing
-3.284545,-9.499697,0.035303,standing
-3.358367,-9.479728,0.037725,standing
-3.7,-9.4,0,standing
-3.7,-9.4,0,standing
-3.7,-9.4,0,standing
-3.707692,-9.384615,0.001302,standing
-3.688235,-9.358824,0.003599,standing
-3.671429,-9.333333,0.006032,standing
-3.657692,-9.338462,0.005444,standing
-3.656667,-9.356667,0.007122,standing
-3.664706,-9.373529,0.008417,standing
-3.673684,-9.378947,0.007978,standing
-3.676744,-9.381395,0.007096,standing
-3.67234,-9.387234,0.007071,standing
-3.666667,-9.388235,0.006528,standing
-3.658929,-9.385714,0.006224,standing
-3.653333,-9.376667,0.007122,standing
-3.65,-9.360937,0.010505,standing
-3.652174,-9.346377,0.012922,standing
-3.657534,-9.342466,0.01258,standing
-3.662338,-9.345455,0.01209,standing
-3.667901,-9.351852,0.012373,standing
-3.669767,-9.361628,0.013295,standing
-3.666797,-9.373828,0.015526,standing
-3.697997,-9.36225,0.013228,standing
-3.7,-9.3,0,standing
-3.675,-9.375,0.001875,standing
-3.644444,-9.4,0.002222,standing
-3.623077,-9.4,0.001538,standing
-3.6,-9.4,0.001176,standing
-3.6,-9.4,0.000952,standing
-3.616,-9.4,0.0008,standing
-3.65,-9.393333,0.001289,standing
-3.679412,-9.382353,0.002042,standing
-3.710526,-9.371053,0.003109,standing
-3.738095,-9.354762,0.005334,standing
-3.765957,-9.346809,0.005469,standing
-3.778431,-9.345098,0.005221,standing
-3.787273,-9.349091,0.005045,standing
-3.794915,-9.352542,0.004866,standing
-3.803125,-9.35625,0.004961,standing
-3.808824,-9.352941,0.004844,standing
-3.813889,-9.345833,0.005538,standing
-3.815068,-9.345205,0.005491,standing
-3.796467,-9.315761,0.034208,standing
-3.883245,-9.290293,0.024121,standing
-3.8,-9.35,0.0025,standing
-3.75,-9.35,0.0025,standing
-3.733333,-9.333333,0.002222,standing
-3.723077,-9.323077,0.001775,standing
-3.71875,-9.31875,0.001523,standing
-3.716667,-9.316667,0.001389,standing
-3.721053,-9.315789,0.00133,standing
-3.731818,-9.313636,0.001178,standing
-3.742308,-9.311538,0.001021,standing
-3.75,-9.31,0.0009,standing
-3.762857,-9.305714,0.00111,standing
-3.769231,-9.305128,0.000999,standing
-3.77,-9.305,0.000975,standing
-3.979835,-9.238272,0.005902,standing
-3.874574,-9.284961,0.006053,standing
