@relation 'sysdev-weka.filters.unsupervised.attribute.Remove-R1-8,16-22-weka.filters.unsupervised.attribute.Remove-R4-7'

@attribute accelerationx-mean-1000 numeric
@attribute accelerationy-mean-1000 numeric
@attribute accelerationz-mean-1000 numeric
@attribute class {walking,sitting,standing}

@data
3.398737,-1.22298,-9.227273,sitting
3.398232,-1.22399,-9.22702,sitting
3.392929,-1.221212,-9.227273,sitting
3.392172,-1.22399,-9.227778,sitting
3.395707,-1.225758,-9.228788,sitting
3.399242,-1.222475,-9.228535,sitting
3.39899,-1.222222,-9.230556,sitting
3.396212,-1.22399,-9.229798,sitting
3.397222,-1.224242,-9.230303,sitting
3.398485,-1.22298,-9.228283,sitting
3.399495,-1.22197,-9.228283,sitting
3.399242,-1.22096,-9.228283,sitting
3.401515,-1.222727,-9.225253,sitting
3.401263,-1.22298,-9.227273,sitting
3.399495,-1.223232,-9.22803,sitting
3.399242,-1.223737,-9.226263,sitting
3.398232,-1.22399,-9.225253,sitting
3.4,-1.222025,-9.224304,sitting
3.40101,-1.225253,-9.223485,sitting
3.401515,-1.232071,-9.227273,sitting
3.401515,-1.22702,-9.22601,sitting
3.40101,-1.228535,-9.22601,sitting
3.4,-1.233081,-9.227525,sitting
3.40101,-1.22904,-9.224747,sitting
3.40101,-1.231566,-9.225758,sitting
3.400253,-1.232323,-9.225253,sitting
3.402278,-1.228861,-9.223797,sitting
3.400253,-1.228283,-9.225758,sitting
3.399495,-1.236364,-9.224242,sitting
3.4,-1.227525,-9.222475,sitting
3.399747,-1.227778,-9.223485,sitting
3.400758,-1.233081,-9.22399,sitting
3.402778,-1.231061,-9.223232,sitting
3.397222,-1.230556,-9.223485,sitting
3.396717,-1.234596,-9.223485,sitting
3.398232,-1.233838,-9.221717,sitting
3.39697,-1.237374,-9.22298,sitting
3.397475,-1.241414,-9.221465,sitting
3.39798,-1.231061,-9.22197,sitting
3.398737,-1.234343,-9.22298,sitting
3.394192,-1.238636,-9.22399,sitting
3.388636,-1.236111,-9.224747,sitting
3.387626,-1.231313,-9.22601,sitting
3.394444,-1.236869,-9.22904,sitting
3.394949,-1.234848,-9.226515,sitting
3.393939,-1.234848,-9.230303,sitting
3.390909,-1.228788,-9.232071,sitting
3.388636,-1.231313,-9.230051,sitting
3.385823,-1.237975,-9.233418,sitting
3.381566,-1.234091,-9.234091,sitting
3.395202,-1.233838,-9.231566,sitting
3.396465,-1.237121,-9.235859,sitting
3.382828,-1.252525,-9.235354,sitting
3.366414,-1.257323,-9.236869,sitting
3.349242,-1.263131,-9.241414,sitting
3.340404,-1.27197,-9.242929,sitting
3.340909,-1.283081,-9.244444,sitting
3.340404,-1.282576,-9.246717,sitting
3.329723,-1.288917,-9.248866,sitting
3.32096,-1.307576,-9.254293,sitting
3.309091,-1.313636,-9.254545,sitting
3.30101,-1.310859,-9.245707,sitting
3.30404,-1.307323,-9.255051,sitting
3.330808,-1.295455,-9.251515,sitting
3.35101,-1.283838,-9.244697,sitting
3.346212,-1.278283,-9.246212,sitting
3.326263,-1.287879,-9.253283,sitting
3.303544,-1.297722,-9.261519,sitting
3.288101,-1.290127,-9.261013,sitting
3.270707,-1.288636,-9.263636,sitting
3.269444,-1.29899,-9.272475,sitting
3.287342,-1.300506,-9.281013,sitting
3.32557,-1.290127,-9.257215,sitting
3.372222,-1.284848,-9.235606,sitting
3.40557,-1.273924,-9.207342,sitting
3.428535,-1.27803,-9.175253,sitting
3.473485,-1.306566,-9.17702,sitting
3.510606,-1.305051,-9.144444,sitting
3.561869,-1.316162,-9.145202,sitting
3.611139,-1.328608,-9.139494,sitting
3.610354,-1.336616,-9.126768,sitting
3.57601,-1.370707,-9.127525,sitting
3.511364,-1.411869,-9.150253,sitting
3.415657,-1.462626,-9.175505,sitting
3.333924,-1.521266,-9.215443,sitting
3.269697,-1.560859,-9.254545,sitting
3.19798,-1.565657,-9.253788,sitting
3.142424,-1.591667,-9.292172,sitting
3.07702,-1.619444,-9.295455,sitting
3.006835,-1.643291,-9.305823,sitting
2.952525,-1.662879,-9.32197,sitting
2.927525,-1.668687,-9.327778,sitting
2.909848,-1.681566,-9.334343,sitting
2.897727,-1.684596,-9.341919,sitting
2.900756,-1.680605,-9.345844,sitting
2.905808,-1.686364,-9.34596,sitting
2.888354,-1.681519,-9.348101,sitting
2.859848,-1.680808,-9.341414,sitting
2.842025,-1.681772,-9.346329,sitting
2.849242,-1.668182,-9.342424,sitting
2.880556,-1.649495,-9.336616,sitting
2.914899,-1.621212,-9.331061,sitting
2.961616,-1.586869,-9.321212,sitting
2.994949,-1.556061,-9.314646,sitting
3.039646,-1.524495,-9.306061,sitting
3.087626,-1.491414,-9.296717,sitting
3.13602,-1.459446,-9.289924,sitting
3.194697,-1.427525,-9.283333,sitting
3.248111,-1.392443,-9.271788,sitting
3.291414,-1.366162,-9.262121,sitting
3.323232,-1.344697,-9.254798,sitting
3.341772,-1.336456,-9.249873,sitting
3.344051,-1.333418,-9.246582,sitting
3.34596,-1.326768,-9.242424,sitting
3.340909,-1.329545,-9.242424,sitting
3.329545,-1.327273,-9.240152,sitting
3.32702,-1.329798,-9.238889,sitting
3.328788,-1.336364,-9.239646,sitting
3.327342,-1.342278,-9.238481,sitting
3.316919,-1.351263,-9.239646,sitting
3.301768,-1.361616,-9.243687,sitting
3.284091,-1.360606,-9.243182,sitting
3.28136,-1.364987,-9.242317,sitting
3.287374,-1.377273,-9.243687,sitting
3.276768,-1.379798,-9.240152,sitting
3.268687,-1.37803,-9.24596,sitting
3.277273,-1.389646,-9.245202,sitting
3.267172,-1.393182,-9.249495,sitting
3.252525,-1.391667,-9.250253,sitting
3.249114,-1.385823,-9.248354,sitting
3.265657,-1.383081,-9.250758,sitting
3.278788,-1.392172,-9.251515,sitting
3.260606,-1.380556,-9.257323,sitting
3.252152,-1.373418,-9.254684,sitting
3.258586,-1.367929,-9.257828,sitting
3.274495,-1.366414,-9.255808,sitting
3.270202,-1.35303,-9.255303,sitting
3.275,-1.34798,-9.251768,sitting
3.295707,-1.344444,-9.252273,sitting
3.296717,-1.339141,-9.255556,sitting
3.283838,-1.333838,-9.252525,sitting
3.27197,-1.330808,-9.255051,sitting
3.293434,-1.330303,-9.247222,sitting
3.297727,-1.32197,-9.250505,sitting
3.30202,-1.328283,-9.252273,sitting
3.307323,-1.32601,-9.25,sitting
3.317424,-1.328788,-9.24697,sitting
3.302778,-1.326515,-9.251263,sitting
3.285354,-1.32601,-9.254293,sitting
3.297222,-1.327778,-9.25202,sitting
3.29899,-1.332323,-9.251515,sitting
3.292929,-1.339141,-9.253283,sitting
3.262374,-1.358586,-9.263889,sitting
3.238384,-1.382323,-9.266667,sitting
3.211869,-1.384596,-9.269697,sitting
3.182323,-1.401515,-9.275253,sitting
3.163384,-1.408586,-9.282071,sitting
3.17601,-1.415152,-9.280808,sitting
3.157828,-1.444192,-9.284091,sitting
3.09899,-1.47197,-9.29798,sitting
3.065152,-1.487879,-9.306061,sitting
3.065152,-1.496212,-9.306818,sitting
3.07096,-1.505051,-9.308586,sitting
3.057828,-1.511111,-9.314646,sitting
3.043434,-1.524242,-9.319192,sitting
3.036111,-1.534343,-9.323232,sitting
3.017929,-1.54697,-9.326263,sitting
2.998737,-1.561869,-9.330051,sitting
2.991414,-1.556566,-9.333586,sitting
3.012374,-1.547727,-9.328788,sitting
3.020506,-1.551899,-9.324304,sitting
2.993687,-1.557576,-9.328283,sitting
2.976263,-1.555556,-9.327273,sitting
2.985859,-1.541919,-9.316414,sitting
3.020707,-1.527273,-9.315152,sitting
3.053535,-1.517424,-9.308081,sitting
3.07904,-1.492677,-9.304798,sitting
3.10557,-1.46962,-9.296456,sitting
3.148485,-1.45101,-9.289646,sitting
3.191162,-1.440404,-9.27904,sitting
3.222475,-1.421717,-9.271465,sitting
3.25303,-1.398485,-9.264394,sitting
3.286364,-1.382323,-9.256566,sitting
3.319949,-1.375253,-9.255808,sitting
3.327273,-1.371717,-9.243939,sitting
3.320759,-1.363291,-9.24557,sitting
3.308081,-1.368434,-9.240909,sitting
3.307053,-1.371537,-9.241814,sitting
3.301768,-1.367172,-9.241414,sitting
3.288804,-1.359033,-9.241985,sitting
3.276263,-1.349747,-9.248737,sitting
3.285859,-1.35101,-9.240657,sitting
3.304798,-1.337879,-9.241667,sitting
3.32399,-1.322727,-9.241162,sitting
3.325,-1.310354,-9.238131,sitting
3.323232,-1.301263,-9.234596,sitting
3.342677,-1.286616,-9.234848,sitting
3.346212,-1.270707,-9.22298,sitting
3.359645,-1.25203,-9.222081,sitting
3.398241,-1.230653,-9.212563,sitting
3.454177,-1.22,-9.195443,sitting
3.487626,-1.209596,-9.192424,sitting
3.504304,-1.210633,-9.181013,sitting
3.500505,-1.190152,-9.17298,sitting
3.553283,-1.17904,-9.157828,sitting
3.619949,-1.173485,-9.143434,sitting
3.660606,-1.170455,-9.127778,sitting
3.695707,-1.158586,-9.12399,sitting
3.715869,-1.159194,-9.104786,sitting
3.725758,-1.169949,-9.1,sitting
3.72197,-1.172475,-9.097222,sitting
3.726263,-1.164646,-9.092424,sitting
3.725505,-1.15303,-9.092929,sitting
3.737626,-1.172222,-9.085101,sitting
3.719192,-1.185354,-9.091919,sitting
3.681313,-1.177778,-9.093687,sitting
3.670707,-1.170202,-9.09899,sitting
3.681313,-1.189141,-9.10101,sitting
3.668101,-1.19038,-9.108861,sitting
3.649114,-1.183544,-9.114684,sitting
3.640152,-1.183081,-9.12096,sitting
3.622025,-1.177722,-9.125316,sitting
3.619192,-1.181061,-9.12601,sitting
3.616162,-1.187121,-9.131566,sitting
3.596212,-1.185354,-9.140404,sitting
3.588384,-1.194192,-9.148485,sitting
3.574937,-1.210886,-9.151139,sitting
3.543939,-1.217677,-9.158586,sitting
3.542317,-1.235013,-9.159194,sitting
3.538636,-1.25404,-9.164141,sitting
3.519949,-1.268687,-9.167424,sitting
3.498737,-1.287121,-9.17298,sitting
3.495202,-1.298737,-9.177525,sitting
3.498232,-1.311616,-9.176768,sitting
3.493939,-1.309343,-9.17904,sitting
3.480808,-1.311616,-9.179293,sitting
3.468939,-1.315909,-9.180808,sitting
3.472475,-1.314394,-9.181061,sitting
3.47702,-1.310859,-9.17803,sitting
3.465404,-1.308081,-9.178788,sitting
3.460859,-1.301768,-9.176515,sitting
3.473737,-1.295707,-9.171465,sitting
3.471212,-1.295707,-9.17298,sitting
3.469444,-1.283081,-9.178283,sitting
3.475505,-1.287121,-9.173485,sitting
3.484091,-1.286869,-9.175,sitting
3.501768,-1.290404,-9.172727,sitting
3.508838,-1.276263,-9.173485,sitting
3.504293,-1.259091,-9.177525,sitting
3.505316,-1.26481,-9.178481,sitting
3.3,-1.4,-9.4,sitting
3.35,-1.4,-9.4,sitting
3.333333,-1.4,-9.4,sitting
3.325,-1.4,-9.4,sitting
3.32,-1.42,-9.4,sitting
3.316667,-1.416667,-9.4,sitting
3.328571,-1.4,-9.414286,sitting
3.325,-1.375,-9.425,sitting
3.311111,-1.377778,-9.422222,sitting
3.31,-1.39,-9.41,sitting
3.3,-1.4,-9.4,sitting
3.291667,-1.408333,-9.4,sitting
3.292308,-1.415385,-9.4,sitting
3.292857,-1.421429,-9.392857,sitting
3.293333,-1.42,-9.386667,sitting
3.298113,-1.460377,-9.169811,sitting
3.3,-1.5,-9,sitting
3.275,-1.525,-9,sitting
3.257143,-1.514286,-8.957143,sitting
3.23,-1.52,-8.91,sitting
3.208333,-1.516667,-8.891667,sitting
3.2,-1.513333,-8.886667,sitting
3.2,-1.5,-8.894444,sitting
3.204762,-1.495238,-8.914286,sitting
3.213043,-1.486957,-8.93913,sitting
3.226923,-1.476923,-8.988462,sitting
3.251724,-1.458621,-9.034483,sitting
3.267742,-1.445161,-9.064516,sitting
3.297059,-1.423529,-9.114706,sitting
3.32973,-1.402703,-9.162162,sitting
3.36,-1.3875,-9.2025,sitting
3.388372,-1.374419,-9.234884,sitting
3.406667,-1.368889,-9.251111,sitting
3.427083,-1.358333,-9.264583,sitting
3.441176,-1.34902,-9.270588,sitting
3.445283,-1.339623,-9.269811,sitting
3.448214,-1.326786,-9.264286,sitting
3.445763,-1.318644,-9.252542,sitting
3.440984,-1.314754,-9.244262,sitting
3.434375,-1.310938,-9.229687,sitting
3.428358,-1.307463,-9.219403,sitting
3.422857,-1.301429,-9.21,sitting
3.419444,-1.297222,-9.204167,sitting
3.412,-1.292,-9.196,sitting
3.407692,-1.288462,-9.189744,sitting
3.4,-1.290123,-9.183951,sitting
3.395181,-1.292771,-9.179518,sitting
3.388372,-1.296512,-9.175581,sitting
3.378652,-1.298876,-9.17191,sitting
3.369565,-1.3,-9.169565,sitting
3.364894,-1.302128,-9.168085,sitting
3.359794,-1.305155,-9.168041,sitting
3.356,-1.309,-9.169,sitting
3.354369,-1.314563,-9.171845,sitting
3.353333,-1.318095,-9.174286,sitting
3.353704,-1.323148,-9.177778,sitting
3.354128,-1.324771,-9.178899,sitting
3.372081,-1.33401,-9.217766,sitting
3.4,-1.2,-9.3,sitting
3.4,-1.15,-9.3,sitting
3.4,-1.133333,-9.3,sitting
3.4,-1.15,-9.325,sitting
3.42,-1.14,-9.34,sitting
3.442857,-1.128571,-9.342857,sitting
3.45,-1.125,-9.35,sitting
3.46,-1.12,-9.37,sitting
3.463636,-1.118182,-9.372727,sitting
3.475,-1.108333,-9.375,sitting
3.492857,-1.107143,-9.371429,sitting
3.5,-1.1,-9.366667,sitting
3.511765,-1.1,-9.352941,sitting
3.511111,-1.1,-9.344444,sitting
3.510526,-1.1,-9.336842,sitting
3.509524,-1.1,-9.32381,sitting
3.509091,-1.1,-9.313636,sitting
3.508333,-1.1,-9.295833,sitting
3.508,-1.104,-9.284,sitting
3.507407,-1.107407,-9.262963,sitting
3.442294,-1.315771,-9.197849,sitting
3.412064,-1.347965,-9.202762,sitting
3.424408,-1.342077,-9.198179,sitting
3.431984,-1.340013,-9.193563,sitting
?,?,?,standing
?,?,?,standing
?,?,?,standing
?,?,?,standing
?,?,?,standing
?,?,?,standing
?,?,?,standing
-1.704304,-9.664051,-2.052911,standing
-1.742929,-9.666414,-2.024495,standing
-1.801263,-9.668939,-1.988131,standing
-1.823485,-9.67702,-1.950253,standing
-1.858838,-9.67399,-1.883081,standing
-1.914899,-9.671212,-1.814394,standing
-1.960859,-9.675758,-1.705556,standing
-2.020707,-9.679798,-1.622475,standing
-2.180253,-9.663038,-1.457722,standing
-2.364899,-9.641414,-1.291414,standing
-2.490404,-9.625,-1.143182,standing
-2.636364,-9.608586,-1.014899,standing
-2.77038,-9.589114,-0.881013,standing
-2.927089,-9.559494,-0.754937,standing
-3.053788,-9.542929,-0.67803,standing
-3.152778,-9.526515,-0.622222,standing
-3.258586,-9.496465,-0.585606,standing
-3.341162,-9.479798,-0.578283,standing
-3.309343,-9.482576,-0.663131,standing
-3.340404,-9.510606,-0.826263,standing
-3.407323,-9.497222,-1.028283,standing
-3.357323,-9.400505,-1.248232,standing
-3.340657,-9.3,-1.537121,standing
-3.310606,-9.222475,-1.813889,standing
-3.310922,-9.124915,-2.268601,standing
-3.311945,-9.122526,-2.276451,standing
-3.31495,-9.093355,-2.365781,standing
-3.336226,-9.016226,-2.604906,standing
-3.457525,-8.959532,-2.708027,standing
-3.4,-9.1,-2.1,standing
-3.45,-9.15,-2.1,standing
-3.466667,-9.133333,-2.133333,standing
-3.475,-9.125,-2.15,standing
-3.48,-9.14,-2.16,standing
-3.483333,-9.15,-2.183333,standing
-3.485714,-9.157143,-2.2,standing
-3.4875,-9.175,-2.2125,standing
-3.5,-9.2,-2.222222,standing
-3.51,-9.22,-2.24,standing
-3.518182,-9.245455,-2.254545,standing
-3.525,-9.266667,-2.266667,standing
-3.538462,-9.284615,-2.276923,standing
-3.55,-9.307143,-2.285714,standing
-3.56,-9.326667,-2.3,standing
-3.56875,-9.34375,-2.30625,standing
-3.576471,-9.358824,-2.317647,standing
-3.583333,-9.372222,-2.327778,standing
-3.589474,-9.384211,-2.331579,standing
-3.595,-9.4,-2.335,standing
-3.604762,-9.409524,-2.333333,standing
-3.609091,-9.422727,-2.331818,standing
-3.613043,-9.434783,-2.330435,standing
-3.616667,-9.445833,-2.325,standing
-3.624,-9.456,-2.32,standing
-3.637037,-9.474074,-2.307407,standing
-3.648276,-9.486207,-2.293103,standing
-3.658065,-9.5,-2.277419,standing
-3.666667,-9.506061,-2.260606,standing
-3.68,-9.511429,-2.242857,standing
-3.691892,-9.513514,-2.221622,standing
-3.7,-9.5125,-2.1975,standing
-3.707143,-9.509524,-2.180952,standing
-3.713636,-9.504545,-2.163636,standing
-3.719565,-9.5,-2.147826,standing
-3.727083,-9.49375,-2.133333,standing
-3.73,-9.484,-2.118,standing
-3.732692,-9.473077,-2.1,standing
-3.733333,-9.461111,-2.077778,standing
-3.732143,-9.45,-2.051786,standing
-3.731034,-9.441379,-2.025862,standing
-3.73,-9.431667,-1.998333,standing
-3.729032,-9.422581,-1.970968,standing
-3.727692,-9.410769,-1.930769,standing
-3.726471,-9.402941,-1.895588,standing
-3.729577,-9.398592,-1.870423,standing
-3.731507,-9.39863,-1.858904,standing
-3.734211,-9.401316,-1.848684,standing
-3.736709,-9.405063,-1.844304,standing
-3.735366,-9.412195,-1.846341,standing
-3.730588,-9.418824,-1.844706,standing
-3.725287,-9.422989,-1.842529,standing
-3.717778,-9.428889,-1.834444,standing
-3.707527,-9.434409,-1.817204,standing
-3.701053,-9.435789,-1.803158,standing
-3.691837,-9.437755,-1.77551,standing
-3.683168,-9.436634,-1.744554,standing
-3.675,-9.432692,-1.714423,standing
-3.670755,-9.430189,-1.69717,standing
-3.666055,-9.425688,-1.677064,standing
-3.663393,-9.422321,-1.664286,standing
-3.661739,-9.41913,-1.658261,standing
-3.660684,-9.417094,-1.657265,standing
-3.659504,-9.413223,-1.656198,standing
-3.658065,-9.41129,-1.653226,standing
-3.65625,-9.410937,-1.64375,standing
-3.652672,-9.410687,-1.632061,standing
-3.651515,-9.410606,-1.627273,standing
-3.645926,-9.41037,-1.612593,standing
-3.63913,-9.410145,-1.597101,standing
-3.629787,-9.409929,-1.580851,standing
-3.620833,-9.409722,-1.565972,standing
-3.612245,-9.409524,-1.54966,standing
-3.609459,-9.409459,-1.544595,standing
-3.603311,-9.409272,-1.529139,standing
-3.597403,-9.41039,-1.514935,standing
-3.589873,-9.410759,-1.496835,standing
-3.585714,-9.410559,-1.483851,standing
-3.582209,-9.409202,-1.47362,standing
-3.577108,-9.406627,-1.454217,standing
-3.573214,-9.404167,-1.441071,standing
-3.566667,-9.400585,-1.420468,standing
-3.556571,-9.398857,-1.397143,standing
-3.549438,-9.399438,-1.380337,standing
-3.542857,-9.401648,-1.357143,standing
-3.54,-9.403243,-1.337838,standing
-3.538095,-9.405291,-1.310582,standing
-3.5375,-9.40625,-1.290104,standing
-3.537755,-9.407653,-1.265816,standing
-3.538693,-9.408543,-1.250251,standing
-3.538916,-9.410345,-1.232512,standing
-3.536893,-9.412136,-1.221359,standing
-3.530952,-9.414286,-1.209524,standing
-3.523944,-9.416901,-1.201878,standing
-3.511982,-9.423041,-1.191244,standing
-3.500455,-9.429091,-1.182273,standing
-3.483929,-9.439286,-1.16875,standing
-3.470044,-9.447577,-1.157709,standing
-3.451082,-9.456277,-1.141558,standing
-3.436325,-9.459829,-1.128205,standing
-3.418487,-9.462185,-1.109664,standing
-3.408299,-9.462656,-1.09668,standing
-3.397959,-9.463265,-1.080408,standing
-3.392339,-9.464113,-1.070565,standing
-3.39,-9.4652,-1.0648,standing
-3.284545,-9.499697,-0.861818,standing
-3.358367,-9.479728,-0.361769,standing
-3.7,-9.4,0.3,standing
-3.7,-9.4,0.3,standing
-3.7,-9.4,0.288889,standing
-3.707692,-9.384615,0.292308,standing
-3.688235,-9.358824,0.282353,standing
-3.671429,-9.333333,0.266667,standing
-3.657692,-9.338462,0.253846,standing
-3.656667,-9.356667,0.253333,standing
-3.664706,-9.373529,0.247059,standing
-3.673684,-9.378947,0.244737,standing
-3.676744,-9.381395,0.244186,standing
-3.67234,-9.387234,0.248936,standing
-3.666667,-9.388235,0.256863,standing
-3.658929,-9.385714,0.269643,standing
-3.653333,-9.376667,0.278333,standing
-3.65,-9.360937,0.284375,standing
-3.652174,-9.346377,0.289855,standing
-3.657534,-9.342466,0.290411,standing
-3.662338,-9.345455,0.288312,standing
-3.667901,-9.351852,0.282716,standing
-3.669767,-9.361628,0.27093,standing
-3.666797,-9.373828,0.164844,standing
-3.697997,-9.36225,0.244222,standing
-3.7,-9.3,0.1,standing
-3.675,-9.375,0.125,standing
-3.644444,-9.4,0.133333,standing
-3.623077,-9.4,0.138462,standing
-3.6,-9.4,0.135294,standing
-3.6,-9.4,0.152381,standing
-3.616,-9.4,0.172,standing
-3.65,-9.393333,0.19,standing
-3.679412,-9.382353,0.211765,standing
-3.710526,-9.371053,0.231579,standing
-3.738095,-9.354762,0.242857,standing
-3.765957,-9.346809,0.257447,standing
-3.778431,-9.345098,0.270588,standing
-3.787273,-9.349091,0.283636,standing
-3.794915,-9.352542,0.298305,standing
-3.803125,-9.35625,0.314063,standing
-3.808824,-9.352941,0.326471,standing
-3.813889,-9.345833,0.340278,standing
-3.815068,-9.345205,0.343836,standing
-3.796467,-9.315761,0.204891,standing
-3.883245,-9.290293,0.124468,standing
-3.8,-9.35,-0.2,standing
-3.75,-9.35,-0.183333,standing
-3.733333,-9.333333,-0.177778,standing
-3.723077,-9.323077,-0.169231,standing
-3.71875,-9.31875,-0.16875,standing
-3.716667,-9.316667,-0.161111,standing
-3.721053,-9.315789,-0.157895,standing
-3.731818,-9.313636,-0.15,standing
-3.742308,-9.311538,-0.142308,standing
-3.75,-9.31,-0.133333,standing
-3.762857,-9.305714,-0.122857,standing
-3.769231,-9.305128,-0.112821,standing
-3.77,-9.305,-0.11,standing
-3.979835,-9.238272,0.280658,standing
-3.874574,-9.284961,0.477984,standing
