% Group: LeisterMeierMulterer
% Date: 2018-05-23 21:42

@RELATION sysdev

@ATTRIBUTE timestamp     NUMERIC
@ATTRIBUTE accelerationx NUMERIC
@ATTRIBUTE accelerationy NUMERIC
@ATTRIBUTE accelerationz NUMERIC

@Data
1527104528401,-1.2,-9.8,-0.8
1527104528403,-1.3,-9.8,-0.9
1527104528406,-1.4,-9.9,-0.8
1527104528408,-1.8,-9.9,-1.0
1527104528411,-1.8,-10.1,-1.0
1527104528412,-1.7,-10.3,-0.8
1527104528417,-1.6,-10.0,-0.7
1527104528419,-1.4,-9.9,-0.8
1527104528421,-1.4,-9.9,-0.8
1527104528423,-1.5,-10.0,-0.8
1527104528425,-1.5,-10.0,-0.9
1527104528429,-1.6,-10.1,-0.9
1527104528431,-1.8,-10.1,-0.9
1527104528434,-1.8,-10.1,-0.8
1527104528436,-1.8,-10.1,-0.9
1527104528438,-1.8,-10.1,-0.8
1527104528441,-1.8,-10.0,-0.9
1527104528443,-1.8,-10.0,-0.8
1527104528446,-1.8,-10.1,-0.8
1527104528449,-1.9,-10.0,-0.8
1527104528450,-2.0,-10.1,-0.9
1527104528454,-2.1,-10.1,-0.8
1527104528456,-2.1,-10.0,-0.8
1527104528459,-1.9,-10.0,-0.8
1527104528461,-1.8,-10.0,-0.8
1527104528464,-1.8,-10.0,-0.8
1527104528466,-1.8,-10.0,-0.9
1527104528469,-1.9,-10.0,-0.9
1527104528471,-1.9,-10.0,-0.9
1527104528474,-1.9,-10.0,-1.0
1527104528477,-2.0,-10.0,-0.9
1527104528479,-1.9,-10.0,-1.0
1527104528482,-1.9,-10.0,-1.0
1527104528484,-1.9,-10.0,-1.0
1527104528487,-2.0,-10.1,-1.0
1527104528489,-2.0,-10.1,-1.1
1527104528491,-2.0,-10.0,-1.1
1527104528494,-2.0,-10.0,-1.2
1527104528497,-2.0,-10.1,-1.1
1527104528500,-2.0,-10.1,-1.1
1527104528502,-2.0,-10.1,-1.1
1527104528505,-1.9,-10.1,-1.0
1527104528507,-2.0,-10.1,-1.2
1527104528509,-1.9,-10.2,-1.2
1527104528512,-1.6,-10.3,-1.1
1527104528515,-1.5,-10.3,-1.1
1527104528517,-1.5,-10.4,-1.1
1527104528520,-1.6,-10.4,-1.2
1527104528522,-1.5,-10.4,-1.2
1527104528524,-1.6,-10.4,-1.2
1527104528527,-1.6,-10.4,-1.2
1527104528529,-1.6,-10.4,-1.3
1527104528532,-1.6,-10.5,-1.4
1527104528534,-1.6,-10.4,-1.4
1527104528538,-1.6,-10.5,-1.4
1527104528540,-1.6,-10.5,-1.4
1527104528543,-1.5,-10.4,-1.5
1527104528545,-1.5,-10.4,-1.5
1527104528548,-1.4,-10.5,-1.6
1527104528549,-1.4,-10.4,-1.6
1527104528552,-1.4,-10.4,-1.7
1527104528554,-1.3,-10.4,-1.6
1527104528558,-1.3,-10.4,-1.7
1527104528560,-1.3,-10.4,-1.7
1527104528562,-1.2,-10.4,-1.7
1527104528564,-1.2,-10.4,-1.7
1527104528567,-1.1,-10.3,-1.8
1527104528570,-1.1,-10.3,-1.7
1527104528572,-1.1,-10.2,-1.8
1527104528575,-1.0,-10.3,-1.8
1527104528578,-1.0,-10.2,-1.8
1527104528580,-1.0,-10.2,-1.8
1527104528582,-0.9,-10.2,-1.8
1527104528585,-0.9,-10.1,-1.8
1527104528587,-0.8,-10.1,-1.9
1527104528591,-0.8,-10.1,-1.8
1527104528592,-0.8,-10.0,-1.8
1527104528595,-0.7,-10.0,-1.9
1527104528597,-0.7,-10.0,-1.8
1527104528601,-0.7,-10.0,-1.8
1527104528603,-0.6,-9.9,-1.8
1527104528605,-0.6,-9.9,-1.8
1527104528608,-0.6,-9.8,-1.8
1527104528610,-0.5,-9.8,-1.8
1527104528613,-0.6,-9.8,-1.9
1527104528615,-0.5,-9.7,-1.8
1527104528618,-0.5,-9.7,-1.8
1527104528621,-0.5,-9.7,-1.9
1527104528623,-0.5,-9.6,-1.8
1527104528625,-0.4,-9.7,-1.8
1527104528628,-0.4,-9.7,-1.8
1527104528631,-0.4,-9.6,-1.8
1527104528634,-0.4,-9.6,-1.8
1527104528636,-0.4,-9.6,-1.8
1527104528638,-0.4,-9.5,-1.9
1527104528640,-0.3,-9.5,-1.9
1527104528643,-0.3,-9.4,-1.9
1527104528646,-0.3,-9.4,-1.9
1527104528649,-0.3,-9.4,-1.9
1527104528652,-0.4,-9.4,-1.9
1527104528654,-0.3,-9.4,-1.9
1527104528656,-0.3,-9.4,-1.9
1527104528660,-0.3,-9.4,-1.9
1527104528661,-0.3,-9.4,-1.9
1527104528664,-0.3,-9.3,-1.8
1527104528667,-0.3,-9.4,-1.8
1527104528669,-0.2,-9.4,-1.8
1527104528672,-0.2,-9.4,-1.8
1527104528674,-0.2,-9.4,-1.7
1527104528675,-0.2,-9.4,-1.7
1527104528680,-0.1,-9.4,-1.7
1527104528682,-0.2,-9.3,-1.7
1527104528684,-0.1,-9.3,-1.7
1527104528687,-0.1,-9.3,-1.7
1527104528689,-0.1,-9.4,-1.7
1527104528691,-0.1,-9.3,-1.6
1527104528694,-0.0,-9.3,-1.5
1527104528697,0.0,-9.3,-1.6
1527104528699,-0.0,-9.3,-1.6
1527104528703,0.0,-9.4,-1.6
1527104528705,0.0,-9.3,-1.5
1527104528707,0.1,-9.3,-1.5
1527104528709,0.1,-9.3,-1.5
1527104528712,0.1,-9.3,-1.4
1527104528715,0.1,-9.3,-1.4
1527104528717,0.1,-9.3,-1.4
1527104528719,0.2,-9.4,-1.4
1527104528721,0.2,-9.3,-1.4
1527104528724,0.1,-9.4,-1.5
1527104528728,0.2,-9.4,-1.5
1527104528729,0.1,-9.4,-1.5
1527104528732,0.1,-9.5,-1.6
1527104528735,0.0,-9.5,-1.6
1527104528738,0.0,-9.5,-1.6
1527104528740,0.0,-9.6,-1.6
1527104528742,-0.1,-9.6,-1.7
1527104528745,-0.0,-9.6,-1.7
1527104528747,-0.0,-9.6,-1.7
1527104528749,-0.1,-9.7,-1.7
1527104528752,-0.1,-9.6,-1.8
1527104528755,-0.2,-9.7,-1.8
1527104528759,-0.2,-9.7,-1.6
1527104528761,-0.2,-9.8,-1.6
1527104528763,-0.3,-9.9,-1.4
1527104528765,-0.3,-10.0,-1.3
1527104528767,-0.3,-10.0,-1.2
1527104528770,-0.4,-10.0,-1.1
1527104528773,-0.5,-10.0,-1.1
1527104528775,-0.6,-10.0,-1.2
1527104528778,-0.5,-10.0,-1.3
1527104528780,-0.6,-10.1,-1.3
1527104528783,-0.6,-10.0,-1.4
1527104528785,-0.6,-10.0,-1.6
1527104528787,-0.7,-10.0,-1.7
1527104528790,-0.8,-10.1,-1.8
1527104528793,-0.8,-10.1,-1.9
1527104528796,-0.8,-10.0,-1.9
1527104528798,-1.0,-10.1,-1.9
1527104528801,-1.1,-10.2,-2.0
1527104528803,-1.1,-10.2,-1.9
1527104528805,-1.1,-10.2,-1.9
1527104528811,-1.1,-10.2,-1.8
1527104528813,-1.0,-10.2,-1.7
1527104528814,-1.1,-10.3,-1.7
1527104528815,-1.1,-10.2,-1.7
1527104528819,-1.0,-10.1,-1.8
1527104528821,-1.1,-10.3,-1.8
1527104528824,-1.2,-10.3,-1.7
1527104528828,-1.1,-10.2,-1.7
1527104528830,-1.1,-10.1,-1.8
1527104528834,-1.0,-10.1,-1.7
1527104528836,-1.1,-10.2,-1.7
1527104528837,-1.0,-10.0,-1.7
1527104528839,-0.9,-10.1,-1.7
1527104528842,-1.0,-10.2,-1.6
1527104528845,-0.9,-10.2,-1.5
1527104528846,-0.9,-10.1,-1.5
1527104528849,-0.7,-9.9,-1.4
1527104528852,-0.6,-9.8,-1.4
1527104528854,-0.6,-9.9,-1.3
1527104528857,-0.6,-9.9,-1.3
1527104528859,-0.6,-9.9,-1.2
1527104528861,-0.4,-9.8,-1.1
1527104528864,-0.2,-9.8,-1.0
1527104528867,-0.2,-9.7,-1.0
1527104528869,-0.1,-9.6,-1.0
1527104528872,0.1,-9.4,-1.0
1527104528874,0.0,-9.7,-1.0
1527104528877,-0.1,-9.8,-1.0
1527104528879,0.0,-9.7,-1.0
1527104528884,0.2,-9.6,-1.0
1527104528885,0.1,-9.8,-1.0
1527104528886,-0.1,-10.1,-1.0
1527104528889,-0.1,-10.1,-1.0
1527104528892,-0.0,-9.8,-1.2
1527104528894,-0.2,-10.0,-1.2
1527104528897,-0.5,-10.0,-1.3
1527104528901,-0.5,-9.7,-1.4
1527104528903,-0.5,-9.7,-1.5
1527104528905,-0.7,-9.8,-1.6
1527104528907,-0.7,-9.8,-1.6
1527104528909,-0.7,-9.7,-1.5
1527104528912,-0.7,-9.7,-1.5
1527104528914,-0.6,-9.6,-1.6
1527104528917,-0.6,-9.5,-1.5
1527104528921,-0.4,-9.3,-1.5
1527104528922,-0.4,-9.4,-1.5
1527104528924,-0.4,-9.4,-1.4
1527104528927,-0.5,-9.7,-1.5
1527104528929,-0.7,-9.9,-1.4
1527104528932,-0.7,-9.9,-1.4
1527104528934,-0.6,-9.8,-1.4
1527104528937,-0.4,-9.6,-1.4
1527104528939,-0.5,-9.8,-1.3
1527104528942,-0.4,-9.8,-1.3
1527104528945,-0.3,-9.8,-1.3
1527104528947,-0.2,-9.7,-1.3
1527104528950,-0.2,-9.7,-1.3
1527104528952,0.1,-9.4,-1.4
1527104528955,0.1,-9.5,-1.4
1527104528957,-0.0,-9.8,-1.4
1527104528959,0.0,-9.8,-1.4
1527104528962,0.3,-9.5,-1.5
1527104528965,0.3,-9.7,-1.4
1527104528968,0.2,-9.8,-1.4
1527104528970,0.4,-9.8,-1.4
1527104528972,0.5,-9.8,-1.4
1527104528975,0.5,-9.7,-1.4
1527104528977,0.5,-9.7,-1.4
1527104528980,0.6,-9.6,-1.5
1527104528982,0.7,-9.6,-1.5
1527104528985,0.8,-9.6,-1.5
1527104528988,0.8,-9.5,-1.5
1527104528990,0.8,-9.5,-1.6
1527104528993,0.7,-9.5,-1.6
1527104528995,0.8,-9.4,-1.7
1527104528997,0.8,-9.3,-1.7
1527104529000,0.9,-9.2,-1.8
1527104529003,0.7,-9.5,-1.7
1527104529005,0.6,-9.7,-1.6
1527104529008,0.7,-9.6,-1.5
1527104529011,0.6,-9.7,-1.5
1527104529013,0.6,-9.7,-1.5
1527104529015,0.7,-9.7,-1.5
1527104529018,0.7,-9.7,-1.5
1527104529020,0.7,-9.7,-1.5
1527104529023,0.7,-9.7,-1.5
1527104529026,0.7,-9.7,-1.6
1527104529028,0.7,-9.7,-1.6
1527104529030,0.7,-9.8,-1.6
1527104529033,0.7,-9.8,-1.7
1527104529035,0.7,-9.8,-1.7
1527104529038,0.7,-9.8,-1.7
1527104529041,0.7,-9.8,-1.8
1527104529043,0.7,-9.8,-1.8
1527104529046,0.7,-9.8,-1.8
1527104529048,0.7,-9.7,-1.8
1527104529051,0.7,-9.7,-1.7
1527104529053,0.7,-9.7,-1.7
1527104529055,0.7,-9.7,-1.7
1527104529058,0.6,-9.8,-1.7
1527104529061,0.6,-9.8,-1.7
1527104529063,0.7,-9.8,-1.7
1527104529066,0.8,-9.7,-1.8
1527104529068,0.7,-9.8,-1.7
1527104529071,0.8,-9.8,-1.7
1527104529074,0.8,-9.9,-1.7
1527104529077,0.9,-9.8,-1.7
1527104529078,0.9,-9.8,-1.6
1527104529081,1.0,-9.8,-1.7
1527104529084,1.0,-9.8,-1.7
1527104529086,1.0,-9.8,-1.6
1527104529089,1.1,-9.8,-1.7
1527104529091,1.1,-9.7,-1.6
1527104529094,1.1,-9.8,-1.6
1527104529096,1.2,-9.7,-1.6
1527104529099,1.2,-9.7,-1.6
1527104529101,1.3,-9.6,-1.6
1527104529104,1.2,-9.6,-1.7
1527104529106,1.3,-9.6,-1.6
1527104529109,1.3,-9.6,-1.6
1527104529111,1.4,-9.5,-1.5
1527104529114,1.4,-9.5,-1.6
1527104529116,1.4,-9.5,-1.6
1527104529120,1.4,-9.4,-1.6
1527104529122,1.5,-9.4,-1.6
1527104529125,1.4,-9.4,-1.6
1527104529127,1.5,-9.4,-1.6
1527104529129,1.5,-9.4,-1.6
1527104529132,1.5,-9.4,-1.6
1527104529134,1.5,-9.3,-1.6
1527104529137,1.5,-9.3,-1.6
1527104529139,1.6,-9.3,-1.6
1527104529143,1.6,-9.2,-1.6
1527104529145,1.6,-9.2,-1.6
1527104529147,1.6,-9.2,-1.6
1527104529149,1.6,-9.2,-1.6
1527104529153,1.6,-9.2,-1.6
1527104529155,1.6,-9.2,-1.6
1527104529157,1.6,-9.1,-1.6
1527104529159,1.7,-9.2,-1.6
1527104529162,1.6,-9.1,-1.6
1527104529165,1.7,-9.1,-1.6
1527104529168,1.7,-9.1,-1.6
1527104529170,1.7,-9.1,-1.6
1527104529173,1.7,-9.2,-1.5
1527104529175,1.8,-9.2,-1.5
1527104529177,1.9,-9.2,-1.6
1527104529181,1.9,-9.2,-1.5
1527104529182,1.9,-9.2,-1.6
1527104529185,1.9,-9.3,-1.7
1527104529187,1.9,-9.3,-1.6
1527104529190,2.0,-9.4,-1.6
1527104529192,2.0,-9.4,-1.6
1527104529195,2.0,-9.5,-1.6
1527104529198,2.0,-9.5,-1.6
1527104529200,2.1,-9.5,-1.6
1527104529203,2.0,-9.6,-1.5
1527104529205,2.1,-9.6,-1.4
1527104529208,2.1,-9.7,-1.4
1527104529210,2.1,-9.6,-1.4
1527104529213,2.0,-9.7,-1.3
1527104529215,1.9,-9.8,-1.3
1527104529218,1.9,-9.8,-1.3
1527104529220,1.8,-9.8,-1.2
1527104529223,1.8,-9.8,-1.2
1527104529225,1.8,-9.8,-1.2
1527104529228,1.7,-9.8,-1.2
1527104529231,1.6,-9.8,-1.1
1527104529233,1.6,-9.8,-1.1
1527104529235,1.5,-9.8,-1.1
1527104529238,1.4,-9.8,-1.0
1527104529241,1.4,-9.7,-1.1
1527104529244,1.3,-9.7,-1.1
1527104529245,1.3,-9.7,-1.1
1527104529248,1.2,-9.6,-1.0
1527104529250,1.2,-9.5,-1.0
1527104529254,1.1,-9.5,-1.0
1527104529255,1.0,-9.5,-1.0
1527104529258,1.0,-9.5,-0.9
1527104529262,1.0,-9.4,-0.9
1527104529263,0.9,-9.4,-0.9
1527104529266,0.8,-9.4,-1.0
1527104529268,0.8,-9.4,-1.0
1527104529270,0.8,-9.4,-1.0
1527104529273,0.7,-9.4,-1.1
1527104529277,0.7,-9.4,-1.0
1527104529279,0.6,-9.4,-1.0
1527104529281,0.7,-9.4,-1.0
1527104529284,0.7,-9.4,-1.0
1527104529286,0.7,-9.4,-1.0
1527104529289,0.7,-9.4,-1.0
1527104529291,0.7,-9.4,-0.9
1527104529294,0.6,-9.3,-0.9
1527104529296,0.7,-9.4,-0.8
1527104529299,0.7,-9.4,-0.7
1527104529301,0.7,-9.4,-0.5
1527104529304,0.6,-9.5,-0.3
1527104529306,0.6,-9.5,-0.2
1527104529309,0.6,-9.6,-0.0
1527104529312,0.4,-9.6,0.1
1527104529314,0.3,-9.7,0.2
1527104529317,0.1,-9.8,0.4
1527104529319,-0.0,-10.0,0.6
1527104529321,-0.3,-10.1,0.7
1527104529324,-0.5,-10.3,0.7
1527104529326,-0.7,-10.5,0.8
1527104529329,-1.0,-10.7,0.9
1527104529332,-1.2,-11.0,0.9
1527104529334,-1.5,-11.2,0.9
1527104529337,-1.8,-11.5,0.8
1527104529339,-2.0,-11.8,0.7
1527104529342,-2.2,-12.0,0.7
1527104529344,-2.4,-12.4,0.5
1527104529347,-2.4,-12.6,0.4
1527104529349,-2.4,-12.9,0.3
1527104529352,-2.3,-13.0,0.2
1527104529354,-2.2,-13.0,0.0
1527104529357,-2.0,-13.0,-0.2
1527104529360,-1.8,-12.9,-0.7
1527104529362,-1.6,-12.7,-0.9
1527104529365,-1.3,-12.6,-0.9
1527104529368,-1.0,-12.4,-1.0
1527104529370,-0.7,-12.1,-1.1
1527104529373,-0.4,-11.8,-1.2
1527104529375,-0.1,-11.4,-1.3
1527104529377,0.1,-11.2,-1.2
1527104529380,0.2,-11.0,-1.1
1527104529382,0.3,-10.7,-0.9
1527104529385,0.4,-10.5,-0.5
1527104529388,0.5,-10.4,-0.2
1527104529390,0.5,-10.3,-0.2
1527104529392,0.5,-10.3,-0.1
1527104529394,0.5,-10.2,-0.1
1527104529397,0.4,-10.2,0.0
1527104529400,0.3,-10.2,0.1
1527104529403,0.1,-10.2,0.1
1527104529405,0.1,-10.2,0.1
1527104529407,-0.1,-10.2,0.1
1527104529410,-0.2,-10.2,0.0
1527104529413,-0.4,-10.2,-0.1
1527104529415,-0.5,-10.2,-0.2
1527104529418,-0.7,-10.2,-0.3
1527104529420,-0.9,-10.2,-0.5
1527104529423,-1.0,-10.2,-0.6
1527104529426,-1.2,-10.1,-0.7
1527104529428,-1.4,-10.2,-0.8
1527104529430,-1.7,-10.1,-0.9
1527104529433,-1.8,-10.0,-0.8
1527104529435,-1.7,-9.9,-0.6
1527104529438,-1.7,-9.9,-0.6
1527104529440,-1.6,-9.8,-0.5
1527104529443,-1.7,-9.9,-0.4
1527104529446,-1.6,-9.9,-0.2
1527104529449,-1.5,-9.8,-0.1
1527104529451,-1.5,-9.8,0.0
1527104529453,-1.3,-9.8,0.1
1527104529457,-1.2,-9.8,0.4
1527104529459,-1.2,-9.7,0.5
1527104529461,-1.1,-9.7,0.7
1527104529463,-1.0,-9.6,0.9
1527104529465,-0.9,-9.6,1.1
1527104529469,-0.8,-9.5,1.3
1527104529470,-0.8,-9.5,1.4
1527104529473,-0.7,-9.5,1.5
1527104529476,-0.7,-9.5,1.6
1527104529479,-0.6,-9.6,1.7
1527104529480,-0.6,-9.6,1.6
1527104529484,-0.7,-9.6,1.7
1527104529486,-0.6,-9.5,1.7
1527104529489,-0.6,-9.5,1.7
1527104529491,-0.6,-9.5,1.7
1527104529495,-0.7,-9.5,1.7
1527104529497,-0.7,-9.5,1.6
1527104529499,-0.7,-9.6,1.6
1527104529501,-0.8,-9.7,1.5
1527104529504,-1.0,-9.9,1.3
1527104529506,-1.0,-9.8,1.1
1527104529508,-0.9,-9.5,1.0
1527104529511,-0.9,-9.4,0.9
1527104529514,-1.0,-9.5,0.7
1527104529516,-1.0,-9.5,0.4
1527104529519,-1.1,-9.5,0.3
1527104529521,-1.2,-9.6,0.2
1527104529524,-1.3,-9.7,0.1
1527104529527,-1.4,-9.8,-0.1
1527104529529,-1.4,-9.8,-0.0
1527104529533,-1.3,-9.6,-0.0
1527104529534,-1.2,-9.5,-0.2
1527104529537,-1.1,-9.5,-0.3
1527104529539,-1.1,-9.5,-0.4
1527104529542,-1.1,-9.6,-0.5
1527104529544,-1.2,-9.6,-0.5
1527104529547,-1.1,-9.7,-0.6
1527104529549,-1.1,-9.8,-0.6
1527104529551,-1.1,-9.8,-0.6
1527104529554,-1.0,-9.8,-0.5
1527104529557,-0.9,-9.9,-0.3
1527104529559,-0.9,-9.9,-0.4
1527104529562,-0.8,-10.0,-0.5
1527104529564,-0.8,-10.0,-0.4
1527104529568,-0.9,-10.2,-0.3
1527104529569,-0.8,-10.2,-0.3
1527104529572,-0.8,-10.2,-0.3
1527104529575,-0.9,-10.3,-0.2
1527104529578,-1.0,-10.4,-0.1
1527104529581,-0.8,-10.2,0.0
1527104529583,-0.7,-9.9,0.1
1527104529585,-0.7,-9.9,0.2
1527104529587,-0.7,-9.9,0.2
1527104529590,-0.7,-10.1,0.4
1527104529592,-0.8,-10.1,0.5
1527104529595,-0.9,-10.2,0.6
1527104529597,-0.9,-10.3,0.7
1527104529600,-1.0,-10.1,0.8
1527104529602,-1.1,-10.1,0.7
1527104529605,-1.2,-10.1,0.4
1527104529608,-1.2,-10.1,0.2
1527104529610,-1.1,-10.0,0.1
1527104529612,-1.1,-10.0,0.1
1527104529615,-1.0,-9.9,0.1
1527104529618,-1.0,-9.9,0.1
1527104529620,-0.9,-9.8,0.1
1527104529622,-0.8,-9.7,0.0
1527104529626,-0.9,-9.8,0.1
1527104529628,-1.0,-9.8,0.1
1527104529631,-1.0,-9.8,0.1
1527104529633,-1.1,-9.9,0.1
1527104529635,-1.1,-10.0,0.2
1527104529640,-1.2,-10.0,0.2
1527104529641,-1.2,-10.0,0.2
1527104529646,-1.1,-9.9,0.2
1527104529648,-1.0,-9.7,0.2
1527104529648,-0.8,-9.6,0.3
1527104529652,-0.8,-9.6,0.2
1527104529654,-0.9,-9.7,0.1
1527104529657,-0.9,-9.7,0.1
1527104529659,-0.9,-9.8,0.0
1527104529661,-1.0,-9.8,-0.0
1527104529663,-1.0,-9.9,0.0
1527104529666,-1.1,-10.0,-0.1
1527104529672,-1.1,-10.0,-0.1
1527104529673,-1.2,-10.1,-0.1
1527104529674,-1.2,-10.1,-0.1
1527104529676,-1.0,-10.1,-0.1
1527104529679,-0.8,-9.7,0.0
1527104529682,-0.6,-9.6,0.1
1527104529683,-0.5,-9.6,0.2
1527104529685,-0.5,-9.6,0.2
1527104529689,-0.5,-9.7,0.3
1527104529690,-0.6,-9.8,0.3
